URL,Is 404,Status Code,Response Time,Error
http://www.waymotorworks.com/used-rear-seat-belt-buckle-assembly-r55-r56-r57.html?js=n,False,200,1.565,
http://www.waymotorworks.com/camshaft-vanos-adjustment-solenoid-n14-n18-engine.html?printable=Y&&cat=0,False,200,1.882,
https://www.waymotorworks.com/used-exhaust-cam-n14-engine.html,True,404,0.945,HTTP Error 404: Not Found
https://www.waymotorworks.com/180-degree-thermostat-r50-r52-r53.html,False,200,1.547,
https://www.waymotorworks.com/12-roadster-s-r59/performance/drivetrain/clutch-transmission/index2.html,False,200,1.588,
https://www.waymotorworks.com/used-stock-camshaft-r50-r52-r53.html,False,200,1.532,
https://www.waymotorworks.com/kw-variant-2-coilovers-r61-paceman.html,False,200,1.442,
http://www.waymotorworks.com/09-cooper-cabrio-s-r57/performance/drivetrain/engine-parts/,False,200,1.562,
http://www.waymotorworks.com/02-06-cooper-r50/index19.html,False,200,1.427,
http://www.waymotorworks.com/mishimoto-intake-for-f56-mini.html,True,404,1.226,HTTP Error 404: Not Found
https://www.waymotorworks.com/mishimoto-intake-for-f56-mini.html,True,404,0.963,HTTP Error 404: Not Found
https://www.waymotorworks.com/zimmerman-john-cooper-works-drilled-brake-rotors-r53-r52.html,False,200,1.394,
http://www.waymotorworks.com/starter-alignment-dowel-pin-r55-r56-r57-r58-r59-r60.html,False,200,1.505,
http://www.waymotorworks.com/brake-caliper-seals-r55-r56-r57-r58-r59.html?printable=Y,False,200,1.717,
https://www.waymotorworks.com/02-06-cooper-r50/index22.html?sort_direction=1,False,200,1.578,
http://www.waymotorworks.com/brake-caliper-seals-r55-r56-r57-r58-r59.html?js=n,False,200,1.726,
https://www.waymotorworks.com/wmw/index3.html,False,200,1.573,
https://www.waymotorworks.com/muteki-lug-nuts.html,False,200,1.501,
http://www.waymotorworks.com/focus-st-os-giken-limited-slip-differential.html,False,200,1.358,
https://www.waymotorworks.com/used-pass-front-brake-line-r55-r56-r57.html,False,200,1.696,
